cosine_accuracy@1,cosine_accuracy@3,cosine_accuracy@5,cosine_accuracy@10,cosine_precision@1,cosine_precision@3,cosine_precision@5,cosine_precision@10,cosine_recall@1,cosine_recall@3,cosine_recall@5,cosine_recall@10,cosine_ndcg@10,cosine_mrr@10,cosine_map@100
0.7407407407407407,0.9074074074074074,0.9814814814814815,1.0,0.7407407407407407,0.3024691358024691,0.1962962962962962,0.09999999999999996,0.7407407407407407,0.9074074074074074,0.9814814814814815,1.0,0.8710258024097923,0.829188712522046,0.829188712522046
