cosine_accuracy@1,cosine_accuracy@3,cosine_accuracy@5,cosine_accuracy@10,cosine_precision@1,cosine_precision@3,cosine_precision@5,cosine_precision@10,cosine_recall@1,cosine_recall@3,cosine_recall@5,cosine_recall@10,cosine_ndcg@10,cosine_mrr@10,cosine_map@100
0.7962962962962963,0.9444444444444444,0.9629629629629629,1.0,0.7962962962962963,0.31481481481481477,0.1925925925925925,0.09999999999999996,0.7962962962962963,0.9444444444444444,0.9629629629629629,1.0,0.9050646715235952,0.873971193415638,0.8739711934156378
